timestamp,ais_distance,ais_bearing,ais_width,ais_length,ai_bearing,imageIndex,y_max_rel,height,height_rel,width,width_rel,vessel_course,mode,match
2020-07-13T14:09:00+00:00,10365.7,193.6,31.0,202.0,187.33,2,58.056,20.0,1.852,105.0,1.094,216.8,open_sea,1
2020-07-13T08:32:00+00:00,1387.4,167.7,14.0,115.0,171.91,1,63.889,62.0,5.741,317.0,3.302,217.1,open_sea,1
2020-07-13T08:31:00+00:00,1435.6,170.2,14.0,115.0,173.94,1,65.0,60.0,5.556,275.0,2.865,216.8,open_sea,1
2020-07-13T08:30:00+00:00,1456.7,171.4,14.0,115.0,175.7,1,63.704,51.0,4.722,268.0,2.792,217.4,open_sea,1
2020-07-13T08:29:00+00:00,1519.7,173.9,14.0,115.0,178.27,1,64.537,54.0,5.0,254.0,2.646,216.2,open_sea,1
2020-07-13T08:22:00+00:00,1908.3,184.4,14.0,115.0,187.96,2,60.648,55.0,5.093,168.0,1.75,215.8,open_sea,1
2020-07-14T03:34:00+00:00,9805.5,182.4,27.0,184.0,188.75,1,66.019,22.0,2.037,80.0,0.833,237.4,open_sea,1
2020-07-14T03:32:00+00:00,10457.1,189.2,27.0,184.0,195.76,1,66.759,14.0,1.296,60.0,0.625,237.0,open_sea,1
2020-07-14T03:30:00+00:00,11500.7,196.8,27.0,184.0,202.65,1,66.019,9.0,0.833,50.0,0.521,237.1,open_sea,1
2020-07-14T04:59:00+00:00,2295.3,195.1,16.0,117.0,201.08,1,59.537,41.0,3.796,191.0,1.99,245.1,open_sea,1
2020-07-14T05:01:00+00:00,2289.4,194.6,16.0,117.0,200.13,1,61.389,45.0,4.167,209.0,2.177,244.7,open_sea,1
2020-07-14T05:01:00+00:00,10630.7,204.2,27.0,183.0,209.53,1,58.333,14.0,1.296,58.0,0.604,244.7,open_sea,1
2020-07-14T05:02:00+00:00,9949.4,201.0,27.0,183.0,206.95,1,56.204,12.0,1.111,54.0,0.562,245.3,open_sea,1
2020-07-14T05:02:00+00:00,2279.8,194.1,16.0,117.0,200.15,1,59.167,46.0,4.259,213.0,2.219,245.3,open_sea,1
2020-07-14T05:03:00+00:00,9327.2,197.5,27.0,183.0,203.86,1,57.315,15.0,1.389,66.0,0.688,245.0,open_sea,1
2020-07-14T05:03:00+00:00,2290.6,194.2,16.0,117.0,200.14,1,60.278,41.0,3.796,205.0,2.135,245.0,open_sea,1
2020-07-14T05:05:00+00:00,8466.6,191.1,27.0,183.0,197.65,1,56.111,14.0,1.296,69.0,0.719,245.2,open_sea,1
2020-07-14T05:05:00+00:00,2289.6,193.4,16.0,117.0,199.66,1,59.259,44.0,4.074,223.0,2.323,245.2,open_sea,1
2020-07-14T05:07:00+00:00,2287.1,192.7,16.0,117.0,199.06,1,60.278,49.0,4.537,211.0,2.198,245.0,open_sea,1
2020-07-14T05:08:00+00:00,2291.1,192.5,16.0,117.0,198.77,1,60.185,46.0,4.259,220.0,2.292,245.0,open_sea,1
2020-07-14T05:09:00+00:00,2292.6,192.1,16.0,117.0,198.62,1,59.63,44.0,4.074,219.0,2.281,245.0,open_sea,1
2020-07-14T05:11:00+00:00,2305.2,191.8,16.0,117.0,197.03,1,60.463,51.0,4.722,230.0,2.396,244.9,open_sea,1
2020-07-14T05:14:00+00:00,2298.7,191.3,16.0,117.0,197.35,1,59.444,47.0,4.352,226.0,2.354,244.1,open_sea,1
2020-07-14T05:15:00+00:00,2284.0,191.0,16.0,117.0,196.75,1,63.241,61.0,5.648,264.0,2.75,244.3,open_sea,1
2020-07-14T05:16:00+00:00,2287.1,190.8,16.0,117.0,195.84,1,60.093,48.0,4.444,232.0,2.417,243.9,open_sea,1
2020-07-14T05:17:00+00:00,2267.1,190.1,16.0,117.0,195.79,1,60.0,48.0,4.444,218.0,2.271,243.9,open_sea,1
2020-07-14T05:19:00+00:00,2263.3,190.4,16.0,117.0,196.49,1,63.148,58.0,5.37,279.0,2.906,244.0,open_sea,1
2020-07-14T10:24:00+00:00,8742.3,194.7,27.0,184.0,200.58,1,61.944,20.0,1.852,104.0,1.083,249.7,open_sea,1
2020-07-14T10:20:00+00:00,10865.1,209.1,27.0,184.0,215.03,1,61.481,11.0,1.019,60.0,0.625,250.3,open_sea,1
2020-07-14T10:19:00+00:00,8346.3,197.3,16.0,105.0,201.08,1,61.574,9.0,0.833,55.0,0.573,249.9,open_sea,1
2020-07-14T10:11:00+00:00,13437.1,246.0,24.0,158.0,246.23,3,51.296,11.0,1.019,51.0,0.531,250.3,open_sea,1
2020-07-14T10:12:00+00:00,13036.6,243.6,24.0,158.0,243.39,3,51.944,14.0,1.296,57.0,0.594,249.8,open_sea,1
2020-07-14T09:08:00+00:00,9917.0,273.5,22.0,155.0,271.17,4,45.37,12.0,1.111,62.0,0.646,240.4,open_sea,1
2020-07-14T09:08:00+00:00,7367.9,188.1,24.0,158.0,194.05,1,57.222,19.0,1.759,95.0,0.99,240.4,open_sea,1
2020-07-14T09:07:00+00:00,10196.4,269.5,22.0,155.0,266.91,4,44.63,18.0,1.667,58.0,0.604,232.8,open_sea,1
2020-07-14T09:05:00+00:00,10674.1,263.6,22.0,155.0,261.71,4,43.611,14.0,1.296,64.0,0.667,230.0,open_sea,1
2020-07-14T09:02:00+00:00,11831.8,252.6,22.0,155.0,250.34,4,43.796,19.0,1.759,59.0,0.615,217.6,open_sea,1
2020-07-14T09:01:00+00:00,11783.2,209.6,24.0,158.0,209.48,3,51.019,14.0,1.296,55.0,0.573,215.2,open_sea,1
2020-07-14T09:01:00+00:00,12035.5,250.9,22.0,155.0,248.82,4,43.426,19.0,1.759,66.0,0.688,215.2,open_sea,1
2020-07-14T08:58:00+00:00,13492.8,241.8,22.0,155.0,239.44,4,42.87,12.0,1.111,52.0,0.542,212.7,open_sea,1
2020-07-14T08:54:00+00:00,15538.8,233.6,22.0,155.0,232.78,4,44.722,11.0,1.019,48.0,0.5,213.0,open_sea,1
2020-07-14T08:40:00+00:00,9798.9,160.6,21.0,156.0,166.51,1,62.222,22.0,2.037,69.0,0.719,213.9,open_sea,1
2020-07-14T08:39:00+00:00,10306.9,164.7,21.0,156.0,171.3,1,62.593,22.0,2.037,82.0,0.854,215.0,open_sea,1
2020-07-14T08:35:00+00:00,12368.9,175.7,21.0,156.0,181.17,1,62.778,11.0,1.019,48.0,0.5,214.6,open_sea,1
2020-07-14T08:26:00+00:00,3832.6,187.7,10.0,78.0,192.28,2,60.093,19.0,1.759,65.0,0.677,220.0,open_sea,1
2020-07-14T08:22:00+00:00,5584.2,209.2,10.0,78.0,210.33,2,58.519,10.0,0.926,48.0,0.5,225.5,open_sea,1
2020-07-14T08:21:00+00:00,6158.9,213.1,10.0,78.0,213.44,2,58.519,10.0,0.926,46.0,0.479,226.8,open_sea,1
2020-07-14T08:18:00+00:00,8051.1,221.6,10.0,78.0,221.35,3,51.019,11.0,1.019,54.0,0.562,228.9,open_sea,1
2020-07-14T08:15:00+00:00,9949.1,174.6,31.0,219.0,181.9,1,60.37,20.0,1.852,85.0,0.885,228.2,open_sea,1
2020-07-14T08:14:00+00:00,10790.3,179.7,31.0,219.0,186.54,1,61.019,13.0,1.204,50.0,0.521,229.5,open_sea,1
2020-07-14T08:13:00+00:00,11726.3,184.1,31.0,219.0,190.13,1,59.074,14.0,1.296,54.0,0.562,226.5,open_sea,1
2020-07-14T08:12:00+00:00,12195.0,185.9,31.0,219.0,191.8,1,62.963,25.0,2.315,86.0,0.896,225.4,open_sea,1
2020-07-14T08:11:00+00:00,13219.3,189.3,31.0,219.0,195.61,1,58.519,13.0,1.204,51.0,0.531,226.4,open_sea,1
2020-07-14T07:55:00+00:00,10082.7,174.9,24.0,169.0,181.08,1,60.093,12.0,1.111,49.0,0.51,221.3,open_sea,1
2020-07-14T07:56:00+00:00,9403.2,170.7,24.0,169.0,176.54,1,61.019,10.0,0.926,47.0,0.49,220.8,open_sea,1
2020-07-14T07:54:00+00:00,10828.6,178.6,24.0,169.0,184.45,1,60.741,11.0,1.019,46.0,0.479,220.3,open_sea,1
2020-07-14T07:51:00+00:00,10168.9,169.6,32.0,216.0,176.23,1,61.204,11.0,1.019,54.0,0.562,220.1,open_sea,1
2020-07-14T07:50:00+00:00,10903.1,173.8,32.0,216.0,179.49,1,58.611,11.0,1.019,55.0,0.573,219.7,open_sea,1
2020-07-14T07:49:00+00:00,11716.1,177.6,32.0,216.0,183.01,1,60.833,11.0,1.019,52.0,0.542,218.6,open_sea,1
2020-07-14T07:48:00+00:00,12523.4,180.7,32.0,216.0,186.53,1,60.463,11.0,1.019,50.0,0.521,219.2,open_sea,1
2020-07-14T07:22:00+00:00,1078.7,165.0,16.0,117.0,169.34,1,70.926,63.0,5.833,337.0,3.51,217.8,open_sea,1
2020-07-14T07:21:00+00:00,1078.2,166.2,16.0,117.0,170.42,1,70.093,75.0,6.944,368.0,3.833,218.3,open_sea,1
2020-07-14T07:20:00+00:00,1087.5,167.0,16.0,117.0,170.18,1,69.815,92.0,8.519,428.0,4.458,217.8,open_sea,1
2020-07-14T07:19:00+00:00,1093.2,167.4,16.0,117.0,170.57,1,71.574,129.0,11.944,579.0,6.031,217.7,open_sea,1
2020-07-14T07:18:00+00:00,1077.7,167.9,16.0,117.0,171.7,1,69.907,104.0,9.63,487.0,5.073,218.5,open_sea,1
2020-07-14T07:18:00+00:00,8343.1,171.8,18.0,118.0,177.78,1,60.37,12.0,1.111,53.0,0.552,218.5,open_sea,1
2020-07-14T07:17:00+00:00,9005.2,176.2,18.0,118.0,182.33,1,60.093,13.0,1.204,59.0,0.615,218.0,open_sea,1
2020-07-14T07:17:00+00:00,1085.3,169.2,16.0,117.0,172.96,1,68.519,104.0,9.63,478.0,4.979,218.0,open_sea,1
2020-07-14T12:34:00+00:00,5778.0,255.8,27.0,187.0,255.25,3,49.63,28.0,2.593,50.0,0.521,243.0,open_sea,1
2020-07-14T13:48:00+00:00,2226.2,271.8,21.0,171.0,272.6,5,55.0,73.0,6.759,232.0,2.417,236.4,open_sea,1
2020-07-14T13:47:00+00:00,2176.2,273.3,21.0,171.0,273.72,5,54.352,63.0,5.833,276.0,2.875,236.3,open_sea,1
2020-07-14T13:46:00+00:00,2122.9,274.3,21.0,171.0,274.57,5,53.333,70.0,6.481,294.0,3.063,235.6,open_sea,1
2020-07-14T13:45:00+00:00,2118.9,274.7,21.0,171.0,275.44,5,53.333,67.0,6.204,289.0,3.01,236.4,open_sea,1
2020-07-14T13:44:00+00:00,2059.8,276.3,21.0,171.0,276.47,5,53.426,73.0,6.759,323.0,3.365,235.7,open_sea,1
2020-07-14T13:43:00+00:00,2011.9,277.6,21.0,171.0,278.38,5,53.333,69.0,6.389,325.0,3.385,236.2,open_sea,1
2020-07-14T13:42:00+00:00,1979.5,278.8,21.0,171.0,279.34,5,50.463,55.0,5.093,243.0,2.531,235.6,open_sea,1
2020-07-14T13:41:00+00:00,1951.1,279.5,21.0,171.0,280.97,5,50.556,66.0,6.111,285.0,2.969,236.1,open_sea,1
2020-07-14T13:40:00+00:00,1905.7,281.3,21.0,171.0,282.43,5,53.148,66.0,6.111,307.0,3.198,236.1,open_sea,1
2020-07-14T13:39:00+00:00,15366.7,232.4,27.0,187.0,234.46,3,52.0,8.0,4.7,7.0,0.4,235.8,open_sea,1
2020-07-14T13:38:00+00:00,1828.1,284.4,21.0,171.0,285.4,5,53.611,78.0,7.222,349.0,3.635,236.3,open_sea,1
2020-07-14T13:37:00+00:00,1779.3,286.2,21.0,171.0,286.35,5,49.722,74.0,6.852,326.0,3.396,235.8,open_sea,1
2020-07-14T12:49:00+00:00,14643.0,266.0,30.0,214.0,263.9,4,42.407,17.0,1.574,35.0,0.365,239.6,open_sea,1
2020-07-14T12:49:00+00:00,7843.5,247.1,27.0,187.0,248.47,3,50.8,4.0,2.3,10.0,0.6,239.6,open_sea,1
2020-07-14T12:44:00+00:00,7114.4,249.1,27.0,187.0,248.63,3,50.278,24.0,2.222,47.0,0.49,239.0,open_sea,1
2020-07-14T12:44:00+00:00,18191.5,256.1,30.0,214.0,255.46,4,44.815,17.0,1.574,48.0,0.5,239.0,open_sea,1
2020-07-14T12:41:00+00:00,6715.8,250.5,27.0,187.0,249.27,3,49.537,24.0,2.222,51.0,0.531,238.6,open_sea,1
2020-07-14T12:40:00+00:00,21244.6,251.0,30.0,214.0,249.93,3,49.815,25.0,2.315,63.0,0.656,239.5,open_sea,1
2020-07-14T12:39:00+00:00,6403.3,251.8,27.0,187.0,250.5,3,49.444,28.0,2.593,56.0,0.583,238.9,open_sea,1
2020-07-14T12:38:00+00:00,6263.2,252.7,27.0,187.0,251.39,3,50.463,28.0,2.593,59.0,0.615,243.8,open_sea,1
2020-07-14T12:37:00+00:00,6193.6,253.2,27.0,187.0,252.75,3,50.37,28.0,2.593,59.0,0.615,243.0,open_sea,1
2020-07-14T12:36:00+00:00,6069.4,254.1,27.0,187.0,253.69,3,49.722,29.0,2.685,67.0,0.698,243.0,open_sea,1
2020-07-14T12:35:00+00:00,5907.9,255.3,27.0,187.0,254.85,3,50.185,31.0,2.87,77.0,0.802,243.1,open_sea,1
2020-07-14T12:34:00+00:00,5778.0,255.8,27.0,187.0,255.25,3,49.63,28.0,2.593,50.0,0.521,243.0,open_sea,1
2020-07-14T12:25:00+00:00,5075.0,197.6,13.0,90.0,203.3,1,65.556,17.0,1.574,61.0,0.635,244.1,open_sea,1
2020-07-14T16:07:00+00:00,4947.1,267.0,26.0,160.0,271.4,2,60.0,24.0,2.222,71.0,0.74,295.2,open_sea,1
2020-07-14T16:06:00+00:00,5739.9,271.4,26.0,160.0,273.91,2,59.444,17.0,1.574,52.0,0.542,294.9,open_sea,1
2020-07-14T16:05:00+00:00,6496.8,274.5,26.0,160.0,277.15,2,58.148,16.0,1.481,49.0,0.51,295.4,open_sea,1
2020-07-14T16:05:00+00:00,2616.9,242.8,15.0,90.0,246.18,1,67.315,46.0,4.259,201.0,2.094,295.4,open_sea,1
2020-07-14T16:03:00+00:00,3482.7,258.1,15.0,90.0,262.56,1,64.63,20.0,1.852,70.0,0.729,295.0,open_sea,1
2020-07-14T16:02:00+00:00,4156.6,264.5,15.0,90.0,268.32,2,59.259,15.0,1.389,56.0,0.583,293.4,open_sea,1
2020-07-14T15:54:00+00:00,9256.1,222.2,12.0,85.0,226.29,1,65.093,24.0,2.222,111.0,1.156,268.8,open_sea,1
2020-07-14T15:54:00+00:00,14555.4,283.2,26.0,160.0,281.84,4,45.926,23.0,2.13,48.0,0.5,268.8,open_sea,1
2020-07-14T15:52:00+00:00,4161.3,240.1,14.0,90.0,243.76,2,61.111,18.0,1.667,76.0,0.792,268.5,open_sea,1
2020-07-14T15:11:00+00:00,7772.3,261.3,21.0,171.0,260.7,3,52.315,23.0,2.13,51.0,0.531,268.9,open_sea,1
2020-07-14T15:04:00+00:00,4015.0,210.2,14.0,100.0,214.19,1,58.148,18.0,1.667,90.0,0.938,255.9,open_sea,1
2020-06-30T02:21:00+00:00,14762.8,198.8,32.0,195.0,207.84,2,50.0,6.0,3.7,10.0,0.7,235.9,open_sea,1
2020-06-30T02:22:00+00:00,14078.7,196.5,32.0,195.0,207.53,1,49.4,5.0,3.1,11.0,0.8,236.4,open_sea,1
2020-06-30T02:23:00+00:00,13741.8,195.2,32.0,195.0,206.43,1,49.4,5.0,3.1,14.0,1.0,236.2,open_sea,1
2020-06-30T02:24:00+00:00,13088.8,192.4,32.0,195.0,203.17,1,50.0,7.0,4.3,12.0,0.9,235.9,open_sea,1
2020-06-30T02:25:00+00:00,12485.4,189.3,32.0,195.0,202.63,1,50.0,7.0,4.3,12.0,0.9,236.2,open_sea,1
2020-06-30T02:26:00+00:00,12160.9,187.6,32.0,195.0,199.5,1,49.4,5.0,3.1,14.0,1.0,236.2,open_sea,1
2020-06-30T02:27:00+00:00,11635.8,184.4,32.0,195.0,196.04,1,49.4,6.0,3.7,15.0,1.1,237.2,open_sea,1
2020-06-30T03:13:00+00:00,22289.1,218.4,30.0,176.0,223.86,2,50.6,5.0,3.1,9.0,0.6,237.9,open_sea,1
2020-06-30T03:14:00+00:00,21899.0,219.6,30.0,176.0,225.69,2,50.6,4.0,2.5,7.0,0.5,238.1,open_sea,1
2020-06-30T03:15:00+00:00,21692.5,220.3,30.0,176.0,226.13,2,50.6,4.0,2.5,7.0,0.5,238.2,open_sea,1
2020-06-30T03:16:00+00:00,21321.7,221.7,30.0,176.0,227.01,2,50.6,5.0,3.1,7.0,0.5,238.3,open_sea,1
2020-06-30T03:17:00+00:00,20939.6,223.1,30.0,176.0,226.83,2,50.6,5.0,3.1,8.0,0.6,237.8,open_sea,1
2020-06-30T03:34:00+00:00,9274.3,184.4,26.0,199.0,195.94,1,49.4,7.0,4.3,19.0,1.3,238.2,open_sea,1
2020-06-30T03:35:00+00:00,9144.3,185.3,26.0,199.0,197.53,1,50.0,8.0,4.9,17.0,1.2,237.6,open_sea,1
2020-06-30T03:35:00+00:00,17547.1,246.2,30.0,176.0,247.19,3,51.9,6.0,3.8,11.0,0.7,237.6,open_sea,1
2020-06-30T03:36:00+00:00,8902.1,187.4,26.0,199.0,199.23,1,49.4,7.0,4.3,16.0,1.1,237.9,open_sea,1
2020-06-30T03:37:00+00:00,8774.7,188.4,26.0,199.0,199.95,1,49.4,8.0,5.0,19.0,1.4,237.9,open_sea,1
2020-06-30T03:38:00+00:00,8538.9,190.7,26.0,199.0,201.87,1,49.4,9.0,5.6,21.0,1.5,237.9,open_sea,1
2020-06-30T03:42:00+00:00,7842.0,198.8,26.0,199.0,208.09,1,50.0,9.0,5.6,24.0,1.6,237.7,open_sea,1
2020-06-30T03:43:00+00:00,7738.9,199.9,26.0,199.0,209.29,2,50.6,9.0,5.5,25.0,1.7,237.6,open_sea,1
2020-06-30T03:43:00+00:00,15249.0,196.2,25.0,164.0,207.04,1,49.4,7.0,4.3,11.0,0.7,237.6,open_sea,1
2020-06-30T03:44:00+00:00,14399.7,193.2,25.0,164.0,204.07,1,49.4,7.0,4.3,10.0,0.7,237.8,open_sea,1
2020-06-30T03:44:00+00:00,7589.8,202.7,26.0,199.0,211.6,2,50.0,7.0,4.3,21.0,1.5,237.8,open_sea,1
2020-06-30T03:40:00+00:00,17452.5,202.2,25.0,164.0,205.17,1,49.4,8.0,5.0,19.0,1.3,237.6,open_sea,1
2020-06-30T03:45:00+00:00,13969.0,191.5,25.0,164.0,202.48,1,49.4,6.0,3.7,11.0,0.8,237.9,open_sea,1
2020-06-30T03:45:00+00:00,7513.3,204.2,26.0,199.0,212.81,2,50.0,6.0,3.7,19.0,1.3,237.9,open_sea,1
2020-06-30T03:46:00+00:00,13206.0,187.9,25.0,164.0,200.12,1,50.0,7.0,4.3,12.0,0.9,238.1,open_sea,1
2020-06-30T03:46:00+00:00,7368.1,207.1,26.0,199.0,215.95,2,50.6,8.0,4.9,21.0,1.4,238.1,open_sea,1
2020-06-30T03:47:00+00:00,12519.6,184.1,25.0,164.0,198.31,1,49.4,7.0,4.3,11.0,0.8,238.0,open_sea,1
2020-06-30T03:47:00+00:00,7266.4,209.9,26.0,199.0,217.22,2,50.6,8.0,4.9,20.0,1.3,238.0,open_sea,1
2020-06-30T03:48:00+00:00,7209.0,211.3,26.0,199.0,219.42,2,50.6,8.0,4.9,19.0,1.3,238.1,open_sea,1
2020-06-30T03:49:00+00:00,7106.7,214.3,26.0,199.0,221.67,2,50.6,8.0,4.9,23.0,1.6,238.2,open_sea,1
2020-06-30T03:50:00+00:00,7039.7,217.4,26.0,199.0,222.88,2,50.6,7.0,4.3,20.0,1.4,238.2,open_sea,1
2020-06-30T03:52:00+00:00,6996.2,222.3,26.0,199.0,227.72,2,50.6,6.0,3.7,19.0,1.4,238.1,open_sea,1
2020-06-30T03:53:00+00:00,6984.1,223.9,26.0,199.0,229.1,2,51.9,8.0,5.0,21.0,1.5,238.0,open_sea,1
2020-06-30T03:54:00+00:00,6989.7,227.1,26.0,199.0,229.92,3,51.9,8.0,5.0,17.0,1.1,237.8,open_sea,1
2020-06-30T03:55:00+00:00,7037.5,230.5,26.0,199.0,230.92,3,51.9,7.0,4.4,15.0,1.1,238.0,open_sea,1
2020-06-30T03:56:00+00:00,7044.4,232.1,26.0,199.0,233.88,3,52.5,8.0,5.0,19.0,1.3,237.9,open_sea,1
2020-06-30T03:57:00+00:00,7127.5,235.2,26.0,199.0,237.9,3,52.5,8.0,5.0,17.0,1.2,238.0,open_sea,1
2020-06-30T03:58:00+00:00,7191.1,238.2,26.0,199.0,239.17,3,51.9,6.0,3.8,17.0,1.1,238.2,open_sea,1
2020-06-30T03:59:00+00:00,7267.0,239.9,26.0,199.0,241.97,3,51.2,6.0,3.7,14.0,1.0,238.3,open_sea,1
2020-07-14T04:59:00+00:00,2295.3,195.1,16.0,117.0,201.08,1,59.537,41.0,3.796,191.0,1.99,245.1,open_sea,1
2020-07-14T05:00:00+00:00,2279.0,194.5,16.0,117.0,200.14,1,61.296,43.0,3.981,213.0,2.219,244.8,open_sea,1
2020-07-14T05:01:00+00:00,2289.4,194.6,16.0,117.0,200.13,1,61.389,45.0,4.167,209.0,2.177,244.7,open_sea,1
2020-07-14T05:02:00+00:00,2279.8,194.1,16.0,117.0,200.15,1,59.167,46.0,4.259,213.0,2.219,245.3,open_sea,1
2020-07-14T05:03:00+00:00,2290.6,194.2,16.0,117.0,200.14,1,60.278,41.0,3.796,205.0,2.135,245.0,open_sea,1
2020-07-14T05:03:00+00:00,9327.2,197.5,27.0,183.0,203.86,1,57.315,15.0,1.389,66.0,0.688,245.0,open_sea,1
2020-07-14T05:04:00+00:00,2280.4,193.6,16.0,117.0,199.0,1,59.259,49.0,4.537,208.0,2.167,244.8,open_sea,1
2020-07-14T05:04:00+00:00,8737.8,193.4,27.0,183.0,206.45,1,43.8,4.0,2.4,13.0,0.9,244.8,open_sea,1
2020-07-14T05:05:00+00:00,2289.6,193.4,16.0,117.0,199.66,1,59.259,44.0,4.074,223.0,2.323,245.2,open_sea,1
2020-07-14T05:05:00+00:00,8466.6,191.1,27.0,183.0,197.65,1,56.111,14.0,1.296,69.0,0.719,245.2,open_sea,1
2020-07-14T05:06:00+00:00,2289.3,193.2,16.0,117.0,199.12,1,60.278,49.0,4.537,206.0,2.146,245.1,open_sea,1
2020-07-14T05:07:00+00:00,2287.1,192.7,16.0,117.0,199.06,1,60.278,49.0,4.537,211.0,2.198,245.0,open_sea,1
2020-07-14T05:08:00+00:00,2291.1,192.5,16.0,117.0,198.77,1,60.185,46.0,4.259,220.0,2.292,245.0,open_sea,1
2020-07-14T05:09:00+00:00,2292.6,192.1,16.0,117.0,198.62,1,59.63,44.0,4.074,219.0,2.281,245.0,open_sea,1
2020-07-14T05:10:00+00:00,2297.0,192.2,16.0,117.0,197.83,1,60.0,48.0,4.444,221.0,2.302,245.2,open_sea,1
2020-07-14T05:11:00+00:00,2305.2,191.8,16.0,117.0,197.03,1,60.463,51.0,4.722,230.0,2.396,244.9,open_sea,1
2020-07-14T05:12:00+00:00,2297.1,191.4,16.0,117.0,197.39,1,59.63,45.0,4.167,247.0,2.573,245.3,open_sea,1
2020-07-14T05:14:00+00:00,2298.7,191.3,16.0,117.0,197.35,1,59.444,47.0,4.352,226.0,2.354,244.1,open_sea,1
2020-07-14T05:15:00+00:00,2284.0,191.0,16.0,117.0,196.75,1,63.241,61.0,5.648,264.0,2.75,244.3,open_sea,1
2020-07-14T05:16:00+00:00,2287.1,190.8,16.0,117.0,195.84,1,60.093,48.0,4.444,232.0,2.417,243.9,open_sea,1
2020-07-14T05:17:00+00:00,2267.1,190.1,16.0,117.0,195.79,1,60.0,48.0,4.444,218.0,2.271,243.9,open_sea,1
2020-07-14T05:18:00+00:00,2272.9,190.7,16.0,117.0,196.4,1,60.0,46.0,4.259,243.0,2.531,244.3,open_sea,1
2020-07-14T05:19:00+00:00,2263.3,190.4,16.0,117.0,196.49,1,63.148,58.0,5.37,279.0,2.906,244.0,open_sea,1
2020-07-14T05:20:00+00:00,2267.3,190.2,16.0,117.0,195.66,1,63.241,60.0,5.556,266.0,2.771,243.6,open_sea,1
2020-07-14T05:21:00+00:00,2257.9,190.2,16.0,117.0,196.28,1,59.722,42.0,3.889,231.0,2.406,244.1,open_sea,1
2020-07-14T05:23:00+00:00,2233.6,189.5,16.0,117.0,195.13,1,62.963,55.0,5.093,284.0,2.958,243.8,open_sea,1
2020-07-14T05:26:00+00:00,2217.3,189.4,16.0,117.0,195.77,1,61.667,47.0,4.352,211.0,2.198,244.0,open_sea,1
2020-07-14T05:31:00+00:00,9104.3,196.9,15.0,115.0,202.24,1,57.963,12.0,1.111,53.0,0.552,243.8,open_sea,1
2020-07-14T05:31:00+00:00,9718.9,204.3,16.0,109.0,211.63,1,58.796,10.0,0.926,48.0,0.5,243.8,open_sea,1
2020-07-14T05:37:00+00:00,10784.5,189.6,44.0,250.0,196.17,1,58.056,11.0,1.019,58.0,0.604,244.3,open_sea,1
2020-06-30T03:51:00+00:00,6918.8,217.7,26.0,199.0,221.71,2,58.148,34.0,3.148,90.0,0.938,238.2,open_sea,1
2020-07-14T06:58:00+00:00,1757.1,158.0,16.0,117.0,162.79,1,65.185,66.0,6.111,306.0,3.188,210.9,open_sea,1
2020-07-14T06:59:00+00:00,1719.9,158.8,16.0,117.0,164.16,1,68.426,60.0,5.556,325.0,3.385,212.6,open_sea,1
2020-07-14T07:01:00+00:00,1641.8,160.1,16.0,117.0,165.25,1,66.852,69.0,6.389,334.0,3.479,210.6,open_sea,1
2020-07-14T07:02:00+00:00,1581.3,161.7,16.0,117.0,166.49,1,67.315,66.0,6.111,318.0,3.312,207.6,open_sea,1
2020-07-14T07:03:00+00:00,1504.4,163.4,16.0,117.0,168.47,1,66.111,70.0,6.481,343.0,3.573,209.0,open_sea,1
2020-07-14T07:04:00+00:00,1437.1,164.6,16.0,117.0,168.73,1,67.5,70.0,6.481,337.0,3.51,206.8,open_sea,1
2020-07-14T07:05:00+00:00,1381.7,166.7,16.0,117.0,170.47,1,66.944,70.0,6.481,335.0,3.49,207.7,open_sea,1
2020-07-14T07:06:00+00:00,1345.0,167.2,16.0,117.0,171.77,1,68.148,76.0,7.037,359.0,3.74,207.2,open_sea,1
2020-07-14T07:07:00+00:00,1293.6,169.6,16.0,117.0,173.31,1,67.778,80.0,7.407,370.0,3.854,208.4,open_sea,1
2020-07-14T07:08:00+00:00,1235.0,171.1,16.0,117.0,174.31,1,67.037,88.0,8.148,371.0,3.865,210.6,open_sea,1
2020-07-14T07:09:00+00:00,1183.0,172.1,16.0,117.0,175.31,1,67.037,88.0,8.148,371.0,3.865,211.9,open_sea,1
2020-07-14T07:10:00+00:00,1146.7,172.8,16.0,117.0,176.62,1,68.981,90.0,8.333,383.0,3.99,213.3,open_sea,1
2020-07-14T07:11:00+00:00,1137.9,173.0,16.0,117.0,176.88,1,67.963,89.0,8.241,377.0,3.927,214.1,open_sea,1
2020-07-14T07:12:00+00:00,1115.1,173.3,16.0,117.0,177.01,1,68.241,91.0,8.426,376.0,3.917,218.0,open_sea,1
2020-07-14T07:13:00+00:00,1106.6,171.9,16.0,117.0,175.64,1,69.907,100.0,9.259,406.0,4.229,217.6,open_sea,1
2020-07-14T07:15:00+00:00,1091.9,170.7,16.0,117.0,174.52,1,68.519,101.0,9.352,416.0,4.333,218.3,open_sea,1
2020-07-14T07:16:00+00:00,1087.8,169.6,16.0,117.0,173.15,1,70.741,99.0,9.167,419.0,4.365,217.7,open_sea,1
2020-07-14T07:16:00+00:00,1087.8,169.6,16.0,117.0,173.15,1,70.741,99.0,9.167,419.0,4.365,217.7,open_sea,1
2020-07-14T07:16:00+00:00,9700.1,180.0,18.0,118.0,188.52,2,48.1,4.0,2.4,10.0,0.7,217.7,open_sea,1
